NumeroProcurado,ComparacoesLista,ComparacoesBST
7384,8477,15
21203,1155,16
10376,7524,16
28645,9559,8
32654,5496,18
16931,7064,21
14434,9011,14
3853,4179,18
16488,4861,21
22261,7902,16
15656,6641,21
27987,5560,20
19522,1923,10
28402,5520,12
2004,4140,16
6183,5706,18
18186,7498,21
18831,9341,12
4637,4460,13
15049,5561,19
11591,1930,24
10925,5394,16
991,7673,16
13233,8053,16
12928,585,23
18368,9780,11
11818,6301,19
18172,8259,21
21743,6527,17
6038,7428,18
22100,3454,17
13401,4211,20
21244,4154,14
6284,2993,19
9375,7528,18
29510,9822,11
7787,6608,17
3505,5228,18
5692,7340,16
23017,5968,20
6024,9225,14
10954,2927,18
1396,4651,13
3016,8874,13
28346,745,12
6158,9116,14
15513,721,14
27632,7813,17
19504,9935,7
21087,1782,18
24133,2339,21
10591,6549,15
26664,2271,20
18156,8879,18
26325,3783,17
2035,1428,15
29993,4336,17
1250,2519,19
30494,790,22
24275,4986,22
9241,5493,19
24317,8367,15
17686,835,20
28898,2030,13
31543,4492,18
31474,9825,10
16191,4552,25
21607,4719,17
378,7352,11
2266,3889,12
7725,6005,16
12414,9135,18
10969,7392,16
24167,8896,15
17257,4472,24
4320,4980,14
16397,2677,24
20995,6150,16
4,6988,10
19197,1311,15
7603,5156,17
676,2667,9
29675,8322,13
17663,8441,17
25986,2112,17
25501,5545,13
16304,8081,23
22819,5985,19
8502,8381,13
29221,6244,21
17150,93,24
9577,5014,14
28249,4717,14
26850,6357,20
11571,1897,20
15734,7701,23
12429,4763,20
25417,410,15
2769,9661,7
5533,1171,18
12981,8777,21
29798,4478,18
20286,821,18
9985,3576,19
10061,4250,21
3714,9560,10
29885,48,21
17001,3855,25
3251,2367,16
30189,6181,17
14092,3924,19
17226,2289,23
4207,8402,11
21550,3622,16
4538,9346,11
20123,3307,14
15969,8741,20
2699,7031,14
31135,5758,17
13372,8579,16
14713,1193,22
21002,9493,15
17978,3179,22
26916,9855,15
30896,4238,17
17469,7549,23
24030,4456,14
16378,1728,25
20639,7406,12
27220,2004,19
6726,7358,12
31664,9169,14
8190,2713,20
6822,7772,13
8113,197,17
13217,1410,19
11495,8014,20
4236,8240,12
23130,9834,14
3272,5779,14
20849,783,15
2207,7491,13
25822,7873,12
10805,9058,15
15424,3778,17
28358,7533,9
10634,5786,15
17932,1828,18
23142,1302,20
20927,4322,15
23044,8438,19
2316,3827,12
24041,4572,14
16870,6528,18
22921,9687,14
15010,8556,15
20505,7650,18
28040,4047,13
3105,3385,17
27204,230,17
16852,2031,20
30700,360,16
9788,9427,13
14921,4546,19
8632,4545,23
1068,497,19
30674,5132,13
22197,8678,15
30718,9606,10
6698,1214,17
11321,2958,24
22673,6872,21
2004,4140,16
17058,7704,19
13920,5004,23
31096,6619,17
24889,858,17
10634,5786,15
24396,9763,12
29170,9451,11
4080,1419,16
15055,3280,18
16830,9266,17
9716,4729,15
36,3023,13
20894,3951,13
29150,1001,20
3502,1542,20
5976,6560,19
16437,1764,23
21644,1684,17
21486,7088,16
1347,9877,7
17838,796,21
17207,8325,22
22261,7902,16
22913,4905,17
22941,3191,19
31246,1987,17
22537,876,18
5507,9881,9
22816,4332,21
21027,293,21
6519,789,21
19581,9440,8
4148,6554,13
15862,2380,19
25548,9428,9
17817,3619,19
20728,6564,13
8307,9604,11
31923,7465,12
7555,4268,15
1745,187,19
28097,7818,12
27564,6509,20
13167,8216,15
1001,8554,15
1509,250,17
5541,9541,12
13015,6128,21
17548,7026,22
32730,9408,12
31859,4566,17
3627,4887,13
4385,6058,16
22042,8251,17
18056,1213,24
13040,6281,18
18564,9572,14
30084,9713,12
1745,187,19
20937,1326,14
32478,864,18
5792,7222,17
26987,5331,22
20997,2770,19
18018,4195,24
15723,6890,23
29772,8628,16
7748,437,19
1622,1012,16
9043,8150,19
26794,2998,18
25296,8577,17
24240,666,20
2771,2420,11
2791,8310,8
10876,8992,13
9556,3927,18
12695,6770,22
12972,8048,22
8735,7833,24
22253,8275,15
9715,3045,16
16676,2687,23
29673,9871,10
16728,1225,21
31452,2382,15
10751,6758,19
26485,6408,14
12007,5474,22
16533,5390,22
19455,8252,11
1219,3599,19
17963,9188,15
7915,7033,15
14528,7530,18
21188,2697,16
25992,2890,18
23940,8013,16
16192,4821,24
28356,6856,10
5954,4304,25
4412,8912,12
18251,3482,13
26601,6626,16
17589,757,23
21017,603,20
14607,1501,22
3043,8591,13
22548,6623,17
28434,1640,12
5614,6704,12
219,5637,10
26889,9902,12
15354,7836,15
23086,9860,13
19994,5875,16
23219,1569,18
219,5637,10
29468,4354,23
12466,3808,21
12728,8841,19
30055,3155,19
20240,631,14
15176,6290,16
16655,5103,21
13645,3063,20
30130,3025,19
30809,6879,14
4511,5319,15
5926,7822,20
12415,9756,15
1024,5588,16
2493,5650,16
15089,2682,21
29876,9420,16
14642,8711,16
29583,8612,16
105,6948,12
26572,4137,15
14204,7421,18
13046,2763,22
15418,9380,13
19780,9917,6
794,2586,19
19384,4571,14
28536,8220,11
2970,9485,10
16233,7277,23
3925,9162,10
923,9145,13
20378,5192,18
12739,552,23
15693,799,21
8445,8040,14
29952,7875,18
28999,625,16
13769,1210,21
4029,9320,9
19346,6065,13
11137,8218,17
3694,3506,15
18111,2052,27
13080,180,17
28412,3745,12
7286,4449,18
29321,3693,20
1400,1621,14
21089,3143,17
10852,32,18
25867,8633,10
8052,963,14
15587,7521,16
13960,1426,24
6144,1791,18
29619,7934,15
10535,9746,11
1293,3666,15
17202,2926,25
26301,6113,13
7908,6691,17
17870,7341,18
23680,5777,18
13325,5234,22
22863,2264,22
29934,1822,24
32459,2132,18
30712,1689,15
7032,7762,14
7795,1371,19
12648,9859,13
23020,2898,21
14704,8707,16
22600,9891,12
11018,727,18
32067,9523,11
28317,8375,10
5152,9669,10
23816,688,17
26903,9501,17
4772,7324,15
10954,2927,18
1113,8194,13
13069,3411,16
28882,9173,10
5655,5724,18
19413,1344,16
6747,9612,11
21053,1731,20
32323,684,17
3146,6041,13
22489,2057,18
7013,5598,15
7142,2400,23
13577,1845,20
21436,9046,12
30003,2583,17
6885,28,16
16801,8415,19
25798,3233,14
23291,3262,18
12153,7948,14
6902,1104,17
19915,1147,14
20271,5587,15
19013,3491,13
28186,2000,17
29338,7906,16
29321,3693,20
22026,8774,17
12533,3084,26
26040,2779,14
26398,9436,13
20979,2859,16
7948,3526,19
26035,5137,13
11370,1520,25
21786,7266,21
4678,7791,11
28660,3039,12
3274,1174,16
24264,1231,24
1004,7014,16
26263,5245,13
8876,2647,19
21325,7437,15
14786,8174,18
7555,4268,15
9912,8703,16
27995,5651,20
8,2466,10
22688,5890,23
9570,9853,11
25597,9028,10
25470,7832,11
15969,8741,20
4094,6880,13
22628,9272,13
25385,9382,8
14854,2137,20
21210,8317,14
9630,2189,16
25916,344,12
27530,8712,15
29532,2913,19
23826,267,16
3116,5117,16
26688,948,21
24424,8106,19
24921,8922,13
22998,1557,21
26500,446,16
20343,7027,16
19518,8565,9
29611,652,18
9219,1364,21
17963,9188,15
32249,4043,15
9754,4564,14
7493,3310,16
19696,8598,10
3900,9338,9
22931,2452,20
25476,1429,16
30709,2968,14
30676,2267,16
13789,7186,15
31465,1144,17
28081,6931,13
1932,1548,22
22029,3442,21
12694,8479,20
14808,2494,23
12819,2672,27
30107,9837,10
25283,3164,18
847,273,14
9015,472,26
23326,1584,15
12079,645,18
11072,2410,21
3322,2062,17
4420,7578,14
29635,1602,17
19013,3491,13
20286,821,18
12487,4355,20
20385,23,18
25558,5438,14
9040,5074,20
12583,4254,31
24556,9954,9
32065,1029,19
3897,6618,17
7705,6365,13
7542,9378,12
8721,1365,23
24213,8281,16
26778,3591,21
12576,7964,21
12780,868,24
32656,2278,20
12044,5643,17
22639,9885,12
8389,1943,14
21230,5945,18
17420,6210,19
30663,7838,15
23999,9286,11
23119,6440,18
19696,8598,10
12153,7948,14
12712,5082,23
413,4853,14
12244,9765,15
24348,4883,15
7859,3852,17
26325,3783,17
15087,884,22
7786,7518,16
17714,1549,18
12434,9115,17
8789,7764,21
19894,1056,16
6023,8309,18
17,9593,6
1455,5862,9
9243,3185,21
19334,4813,18
17414,1719,21
26500,446,16
8445,8040,14
21267,1835,15
25232,8303,14
32063,2810,18
12860,5995,20
14057,6786,20
29233,6223,22
11637,319,19
2824,6439,11
30992,1270,15
19399,3253,14
15758,2728,24
13377,3264,18
13008,3936,20
523,5655,10
30495,1006,21
32271,3433,17
13443,9415,15
8843,2580,24
16176,5591,25
20033,9601,9
26311,4841,14
2695,4316,15
22037,6286,18
10,8242,7
30504,764,21
21892,9089,16
26390,9655,11
30062,217,18
29078,9176,10
6122,5723,16
31437,128,21
14554,4357,23
8749,9296,19
29650,8573,16
29735,8822,14
20431,1440,19
30589,8773,11
12636,4522,21
8032,1997,18
4498,6815,17
32295,1098,16
11773,869,21
1035,365,19
10170,9226,14
17102,8422,22
12357,9628,16
13146,398,18
14485,9003,14
499,9500,5
6831,5522,15
31517,6418,15
28908,5943,13
9177,9802,13
15990,6255,24
30735,8294,12
4013,1742,17
3493,7811,17
2081,9737,6
29683,9047,12
17864,2835,22
18028,254,24
3402,4703,16
15857,3988,18
5686,4666,18
13258,731,19
25751,9690,9
10427,8455,14
27217,9237,13
16881,9594,17
32327,7587,14
15776,7283,21
8724,1581,22
14007,4426,18
5746,9666,12
23291,3262,18
19485,9618,8
26019,690,14
11213,428,20
4588,6012,12
2569,3650,18
18140,9747,16
20114,7499,12
4497,6672,18
14275,3977,18
29755,5320,21
1306,2843,14
17205,2929,25
28689,7629,11
4285,8578,11
11022,6585,17
812,9006,13
2787,7318,9
30173,3782,17
18737,1562,14
32055,6818,16
15358,8096,14
27006,4404,20
18257,8669,13
15665,9078,17
18218,1858,21
31795,8103,14
4857,656,15
18167,9498,18
31481,9194,13
14139,7694,16
1794,9363,11
9531,5762,20
19184,3215,17
6933,7293,15
25358,5744,13
20347,433,19
21637,2501,16
25800,9347,11
32610,9350,12
437,7782,12
755,6750,14
7336,7450,18
1663,7720,12
216,6617,9
10719,6742,21
14835,9586,15
24630,2329,18
15011,6021,19
23046,3867,21
29597,4362,17
12083,3236,18
6205,691,20
23556,8543,18
679,4899,8
31095,9102,12
29692,5115,16
27798,9534,13
12906,325,22
32740,5771,16
2380,9865,8
3987,6718,11
24138,895,21
15836,7329,16
21845,7569,22
7985,2714,21
19231,9184,12
4696,8991,10
8384,9684,9
30440,3757,20
16686,2742,23
6122,5723,16
30495,1006,21
13888,2304,20
6744,9418,11
2592,255,16
5849,9222,15
6603,8530,13
25532,1529,13
13852,9009,15
29155,243,21
5005,442,23
10003,2065,21
6904,2390,16
17055,1118,24
31948,2975,16
23715,2048,21
25450,2229,15
9854,1884,20
13468,5346,15
23112,6684,16
22403,699,23
3707,6889,12
26514,449,15
23697,2035,19
4285,8578,11
24850,3748,17
20114,7499,12
243,7249,10
868,2081,18
27070,1533,16
26848,8690,15
14678,7923,19
20952,4450,8
18313,192,20
12302,8133,19
7258,8847,15
25385,9382,8
12691,9583,15
20905,2745,13
24370,9728,13
8731,9082,20
15083,1648,20
346,3387,15
10971,8594,15
22280,5718,19
26611,8124,15
18426,9735,13
16825,4771,24
30609,9706,10
27373,2836,23
12921,134,24
3574,4772,20
22714,7240,20
24861,8049,14
7484,3594,21
17763,9906,12
5403,240,19
10375,1955,18
5656,9177,16
6788,4009,13
30726,6494,14
31338,2725,17
26797,4412,17
4205,9202,10
2833,5476,12
17084,7315,21
29139,2885,19
2664,6064,16
25841,6999,14
21581,1052,18
23001,4979,20
10560,1982,19
17289,9883,13
27860,8342,15
23901,4037,16
23604,2823,16
24184,8414,17
32418,2404,17
19107,1936,12
13461,4467,19
24016,5302,14
8542,2936,25
24477,8658,16
24486,9349,14
30238,7386,15
20142,4266,12
21834,1362,26
6904,2390,16
2058,7090,11
13474,5204,16
18734,510,15
27290,1920,18
25243,1134,14
25407,6212,15
32592,2802,16
22637,6138,14
29558,6392,18
11450,4175,22
13338,7434,19
2575,263,14
14773,6265,20
28946,422,16
30802,8359,16
3720,7949,13
25804,860,13
7985,2714,21
14700,2113,19
20350,8023,15
24720,4165,16
6730,1935,16
9531,5762,20
15353,4394,17
19406,4896,14
7612,3586,15
9187,7901,16
4271,9575,7
7123,8234,19
18097,971,24
8507,336,25
5773,2614,23
28980,6016,15
12160,6338,15
6081,9247,13
3483,3374,20
27281,7242,17
28925,9457,10
30078,7117,17
13577,1845,20
5152,9669,10
20953,701,10
3900,9338,9
7811,3338,18
4923,4372,17
4106,6228,15
22849,4622,21
23373,9764,12
20855,6341,12
1797,3590,14
4464,7863,14
23015,7401,18
11403,3459,24
19176,900,16
12083,3236,18
26564,286,18
20140,2016,14
19922,3242,18
14199,8768,17
28025,1778,19
20107,9839,7
30092,9804,11
23763,1870,15
24300,4490,23
8535,8786,20
22908,9090,15
5219,9831,10
23843,2395,16
23527,9017,15
4594,596,16
15985,8149,22
17774,2985,22
2736,7126,15
28443,2180,15
23207,2845,19
18009,8819,21
11161,7008,20
10123,5982,17
28660,3039,12
25981,5883,16
6181,1070,22
4484,4081,17
27499,7150,18
26228,1334,11
28066,2513,16
13411,2459,19
18921,9455,14
26193,4201,19
8640,606,23
31256,8487,13
26902,8850,18
9038,4990,21
1295,5216,14
31453,8614,13
26848,8690,15
8582,8250,21
3750,353,17
12583,4254,31
29370,7852,17
26576,175,16
25792,1922,14
5476,7814,15
31396,2529,17
11161,7008,20
11616,3760,21
5366,8189,14
31855,4429,18
28692,7400,11
14695,8358,17
32316,638,17
28429,1492,13
32625,9,16
351,1904,15
32758,8196,13
1219,3599,19
8770,4599,26
19801,3269,14
1772,5981,10
13017,2587,22
30319,8977,13
2759,1186,10
5770,2961,22
12576,7964,21
18607,7107,17
3428,2487,11
24222,5296,20
14834,8292,18
24087,2141,18
1052,5011,18
13514,750,18
4062,3895,14
31732,5073,12
23571,8224,13
14683,2734,20
14007,4426,18
27465,9376,15
7372,9452,14
1889,7503,17
16995,4480,22
5176,2482,13
22243,1100,18
14713,1193,22
26096,5395,17
17058,7704,19
14417,578,18
13407,9766,14
23776,9218,13
15608,6370,18
16151,7241,25
13468,5346,15
4555,8335,13
13058,1007,24
30485,7461,19
19074,1201,12
8179,7078,18
8288,5961,16
19487,9964,6
15477,2883,15
22516,9550,13
27905,7965,14
23374,9170,16
23792,2857,18
1315,2464,15
17647,9851,14
6423,7608,18
21594,420,20
20354,9384,13
23289,1874,19
3170,3427,13
20734,7651,11
3338,79,16
27448,6330,19
30426,7484,18
29028,9321,11
12083,3236,18
862,9774,10
21846,6476,23
25116,7984,16
21269,3775,13
17158,8528,20
1714,1668,19
32468,7872,16
4611,8244,12
6506,1932,20
30323,9710,11
15138,334,21
12975,2152,24
32109,3784,17
14307,7221,17
1596,4454,11
5922,566,18
6573,5536,18
10282,9653,11
11740,4679,17
7786,7518,16
394,2740,15
2753,4867,13
22819,5985,19
26584,7714,14
26945,7071,19
14714,2556,21
2939,9824,10
2739,7761,14
27100,3910,21
2234,9949,4
27590,8437,18
14700,2113,19
27632,7813,17
26221,8326,15
23015,7401,18
13189,5421,18
14705,1817,18
9589,5054,13
10925,5394,16
8,2466,10
30323,9710,11
3285,4164,15
28936,2849,13
15729,3065,26
24555,2743,20
32216,7868,12
15908,3762,19
11570,9124,16
23571,8224,13
15160,5396,19
24195,8449,14
30609,9706,10
22356,5300,19
10977,2218,17
4800,2445,16
20333,8338,17
17029,5549,22
5727,4127,17
6898,5038,15
8782,6287,24
24119,9055,14
32275,7736,15
21708,934,18
12939,6656,20
23835,6963,14
11715,808,21
11856,2394,22
32608,7301,14
20729,2453,14
28029,1631,20
8604,3181,22
18850,3152,18
32738,5854,15
21979,3634,17
30518,1057,23
13725,9154,14
3992,6640,12
14142,6776,17
5329,1838,14
7392,5010,16
25672,8483,10
16120,8520,23
19105,8990,10
31588,1900,19
32717,4562,15
16770,1444,22
26458,2863,19
6915,477,18
22032,4213,21
3574,4772,20
25313,2438,15
5844,5569,17
1541,1069,14
3123,5811,14
10567,8179,15
27206,4569,16
29599,386,19
26495,2411,17
7123,8234,19
28012,6478,18
1766,5516,14
6503,2432,20
20489,1020,19
21103,6600,16
31279,9892,9
29650,8573,16
26234,2631,13
9387,9211,16
31421,1977,18
13852,9009,15
29599,386,19
15230,1078,17
28017,5714,19
13695,2183,18
32395,951,21
23699,8123,15
18278,4728,20
18942,57,19
9579,3743,16
16078,3662,24
21214,7983,15
21255,8771,13
28177,991,15
7482,4974,20
19126,888,15
29409,3176,21
11257,517,20
12348,9398,17
32684,3096,18
23535,2037,21
243,7249,10
31940,9473,10
5493,6022,13
30412,4215,18
20714,4900,13
30014,1103,16
26225,9368,10
31544,7086,17
18880,3370,17
7201,411,22
22947,9660,15
12798,1967,26
27770,5623,20
25069,6024,17
3274,1174,16
25651,1035,16
17975,9875,14
5982,1856,21
15310,8860,15
30651,6833,17
16522,7798,21
20179,6027,17
15691,8099,20
4137,5285,13
257,7794,10
13817,3328,16
23405,3848,19
17516,7325,23
14711,4499,19
20183,2221,19
890,7054,17
4510,9008,12
820,2664,21
6460,9494,13
346,3387,15
26673,542,22
841,9791,9
19591,9104,9
14208,6450,20
30024,9390,13
19895,6131,14
10652,459,18
28501,2223,15
22927,8778,16
10464,2741,18
11526,4386,19
21852,4133,24
2584,763,16
18666,1131,13
11505,8803,18
27425,2727,22
9920,1813,20
26836,9483,14
3751,3245,15
24213,8281,16
9524,8353,16
13407,9766,14
4512,6141,14
25195,7989,12
335,4252,17
16312,3958,28
27425,2727,22
20113,8844,11
17227,9219,19
17076,4758,22
10304,9205,13
21631,9731,12
14306,5164,18
2435,9636,9
15884,2273,20
28714,7482,12
17518,6116,24
21738,7432,16
31,8211,10
27035,4907,19
15238,1067,16
20474,3138,15
2445,5466,17
31136,184,20
19219,3007,14
32458,8214,14
26696,8587,18
16830,9266,17
25495,3531,15
12626,7767,23
